,m0,m1,m2,p,q,ICphi,ICn,πB,πA,πA0,πB0,πA1,πB1,S3,I3,D_vals,Uphi,Un,Ud
0,0.11499999999999999,0.1,0.1,0.7136130069095313,0,0.0,-0.11310946459550464,0.15835325043370632,0.0,0.2714627150292109,0,0.0,0,0.8926632899995554,0.06999533916395934,0.00183729479211121,0.1900239005204476,1.3900239005204476,1.2
1,0.1265,0.11,0.11,0.7230090072015783,0,5.551115123125783e-17,-0.1244202422826518,0.17418833919571264,0.0,0.2986085814783645,0,0.0,0,0.8969914718503252,0.0665105926286826,0.001762329331278145,0.2090260070348552,1.409026007034855,1.1999999999999997
2,0.138,0.12000000000000001,0.12000000000000001,0.7326556994959967,0,0.0,-0.13573099175610348,0.19002338845854472,0.0,0.3257543802146481,0,0.0,0,0.9011603233866932,0.06316747135813262,0.0016899571272744342,0.22802806615025364,1.4280280661502536,1.2
3,0.1495,0.13,0.13,0.7425632529569327,0,1.1102230246251565e-16,-0.1470417136338804,0.20585839908743286,0.0,0.3529001127213134,0,0.0,0,0.9051741396649426,0.05996186137974824,0.0016201260007381024,0.24703007890491943,1.4470300789049193,1.2
4,0.161,0.14,0.14,0.7527423942950773,0,0.0,-0.15835240853399712,0.22169337194759609,0.0,0.3800457804815933,0,0.0,0,0.9090371587931487,0.05688970582285038,0.0015527831073342741,0.2660320463371153,1.4660320463371153,1.2
5,0.17250000000000001,0.15000000000000002,0.15000000000000002,0.7632044465095701,0,0.0,-0.1696630770744587,0.23752830790424234,0.0,0.40719138497870117,0,0.0,0,0.9127535607124581,0.05394700613735996,0.0014878750286689173,0.2850339694850908,1.4850339694850907,1.2
6,0.184,0.16,0.16,0.7739613709058754,0,-5.551115123125783e-17,-0.18097371987326316,0.25336320782256844,0.0,0.4343369276958317,0,0.0,0,0.916327466056042,0.0511298232348458,0.0014253478618098793,0.30403584938708217,1.504035849387082,1.1999999999999997
7,0.1955,0.17,0.17,0.7850258127174263,0,5.551115123125783e-17,-0.19228433754840024,0.26919807256776057,0.0,0.461482410116161,0,0.0,0,0.9197629350842156,0.04843427855340596,0.0013651473072128389,0.3230376870813127,1.5230376870813125,1.1999999999999997
8,0.207,0.18,0.18,0.7964111506968722,0,-2.220446049250313e-16,-0.20359493071785306,0.285032903004994,0.0,0.4886278337228471,0,0.0,0,0.9230639666942294,0.045856555047874475,0.0013072187548627647,0.34203948360599296,1.542039483605993,1.2
9,0.21849999999999997,0.19,0.19,0.8081315510858211,0,1.1102230246251565e-16,-0.21490549999959563,0.300867699999434,0.0,0.5157731999990297,0,0.0,0,0.9262344975032584,0.04339289810683338,0.0012515073684550135,0.36104123999932086,1.5610412399993208,1.2
10,0.22999999999999998,0.2,0.2,0.8202020264208351,0,1.1102230246251565e-16,-0.22621604601159628,0.3167024644162349,0.0,0.5429185104278312,0,0.0,0,0.9292784010031172,0.04103961639789777,0.001197958167454078,0.3800429572994819,1.5800429572994816,1.1999999999999997
11,0.2415,0.21000000000000002,0.21000000000000002,0.8326384996889461,0,2.220446049250313e-16,-0.23752656937181493,0.3325371971205411,0.0,0.570063766492356,0,0.0,0,0.932199486785246,0.038793082642729224,0.0011465161068821119,0.39904463654464933,1.5990446365446491,1.1999999999999997
12,0.253,0.22,0.22,0.8454578744091857,0,-1.1102230246251565e-16,-0.24883707069820482,0.34837189897748677,0.0,0.5972089696756918,0,0.0,0,0.9350014998345264,0.036649734323220794,0.0010971261547037092,0.4180462787729842,1.6180462787729841,1.2
13,0.2645,0.23,0.23,0.8586781112887232,0,0.0,-0.2601475506087121,0.3642065708521968,0.0,0.6243541214609089,0,0.0,0,0.937688119890493,0.034606074320284376,0.0010497333666877023,0.4370478850226362,1.637047885022636,1.1999999999999997
14,0.276,0.24000000000000002,0.24000000000000002,0.872318312184631,0,-1.1102230246251565e-16,-0.27145800972127576,0.38004121360978577,0.0,0.6514992233310615,0,0.0,0,0.9402629608745259,0.03265867148665861,0.001004282958641039,0.456049456331743,1.656049456331743,1.2
15,0.2875,0.25,0.25,0.8863988121966836,0,-1.1102230246251565e-16,-0.2827684486538278,0.3958758281153588,0.0,0.6786442767691867,0,0.0,0,0.9427295703816165,0.030804161155143478,0.0009607203759238751,0.4750509937384307,1.6750509937384304,1.1999999999999997
16,0.299,0.26,0.26,0.9009412808249263,0,0.0,-0.29407886802429406,0.4117104152340118,0.0,0.705789283258306,0,0.0,0,0.9450914292353139,0.029039245583654213,0.0009189913601689093,0.4940524982808142,1.694052498280814,1.1999999999999997
17,0.3105,0.27,0.27,0.9159688332503355,0,-1.1102230246251565e-16,-0.3053892684505939,0.4275449758308314,0.0,0.7329342442814254,0,0.0,0,0.9473519511044683,0.027360694338475416,0.0008790420131414522,0.5130539709969978,1.7130539709969976,1.1999999999999997
18,0.322,0.28,0.28,0.9315061529405023,0,0.0,-0.3166996505506392,0.44337951077089494,0.0,0.7600791613215342,0,0.0,0,0.9495144821804128,0.025765344617083092,0.000840818857689878,0.5320554129250739,1.7320554129250738,1.2
19,0.3335,0.29000000000000004,0.29000000000000004,0.9475796269481782,0,0.0,-0.3280100149423364,0.459214020919271,0.0,0.7872240358616075,0,0.0,0,0.9515823009132163,0.024250101511888975,0.0008042688957487086,0.5510568251031253,1.751056825103125,1.1999999999999997
20,0.34500000000000003,0.30000000000000004,0.30000000000000004,0.9642174954626437,0,-1.1102230246251565e-16,-0.3393203622435854,0.47504850714101937,0.0,0.8143688693846048,0,0.0,0,0.953558617805675,0.022811938216249772,0.000769339663368714,0.5700582085692234,1.7700582085692234,1.2
21,0.3565,0.31,0.31,0.9814500173968882,0,0.0,-0.35063069307227956,0.49088297030119116,0.0,0.8415136633734707,0,0.0,0,0.9554465752637098,0.021447896174069666,0.0007359792827599281,0.5890595643614295,1.7890595643614293,1.1999999999999997
22,0.368,0.32,0.32,0.9993096540531382,0,3.3306690738754696e-16,-0.36194100804630636,0.5067174112648294,0.0,0.8686584193111359,0,0.0,0,0.9572492475018555,0.020155085174312304,0.0007041365113444119,0.6080608935177952,1.808060893517795,1.1999999999999997
23,0.3795,0.33,0.33,1,0,0.04208852379306116,-0.33781833003635287,0.5318695953611796,0.0,0.8696879253975325,0,0.0,0,0.959058691536679,0.018841632357580025,0.0006720421981849047,0.6382435144334155,1.8087815477782725,1.170538033344857
24,0.39099999999999996,0.33999999999999997,0.33999999999999997,1,0,0.0874576026985312,-0.3113529110716411,0.558334719278241,0.0,0.869687630349882,0,0.0,0,0.9607889497806585,0.017593679622237252,0.0006413572991394581,0.6700016631338892,1.8087813412449174,1.1387796781110282
25,0.40249999999999997,0.35,0.35,1,0,0.13457309504100545,-0.28386875093542674,0.585818584367005,0.0,0.8696873353024316,0,0.0,0,0.9624389125157267,0.016412521150866683,0.0006121100740419693,0.7029823012404058,1.808781134711702,1.105798833471296
26,0.414,0.36,0.36,1,0,0.1835378186764286,-0.25530587254507564,0.614381167710106,0.0,0.8696870402551816,0,0.0,0,0.9640110143155065,0.015295906988031861,0.0005842599689312904,0.7372574012521271,1.8087809281786271,1.0715235269265
27,0.4255,0.37,0.37,1,0,0.23446282404799357,-0.2255994964753918,0.6440872487327396,0.0,0.8696867452081316,0,0.0,0,0.9655076626306344,0.01424161445495561,0.0005577664689497046,0.7729046984792876,1.808780721645692,1.0358760231664044
28,0.43699999999999994,0.38,0.38,1,0,0.2874682349921176,-0.1946795504884653,0.6750068996728164,0.0,0.869686450161282,0,0.0,0,0.9669312372569023,0.013247448681378074,0.0005325891369366161,0.8100082796073796,1.8087805151128973,0.9987722355055176
29,0.44849999999999995,0.39,0.39,1,0,0.34268419474046097,-0.1624701176991612,0.7072160374154711,0.0,0.8696861551146325,0,0.0,0,0.9682840898112098,0.0123112431296039,0.0005086876510887584,0.8486592448985654,1.8087803085802427,0.9601210636816774
30,0.45999999999999996,0.4,0.4,1,0,0.40025193279997273,-0.12888881422842546,0.7407970458397576,0.0,0.8696858600681832,0,0.0,0,0.9695685432153476,0.011430860110718689,0.0004860218416517949,0.888956455007709,1.808780102047728,0.9198236470400191
31,0.4715,0.41000000000000003,0.41000000000000003,1,0,0.4603249711228613,-0.09384608560413676,0.7758394794177973,0.0,0.8696855650219341,0,0.0,0,0.9707868911876318,0.010604191292954899,0.0004645517266128423,0.9310073753013567,1.8087798955153538,0.8777725202139971
32,0.483,0.42000000000000004,0.42000000000000004,1,0,0.5230704912547616,-0.057244409258008,0.8124408607178772,0.0,0.8696852699758851,0,0.0,0,0.9719413977424094,0.009829158202187367,0.0004442375463678963,0.9749290328614526,1.8087796889831196,0.833850656121667
33,0.4945,0.43000000000000005,0.43000000000000005,1,0,0.5886708880965996,-0.018977388164498565,0.8507075867655376,0.0,0.8696849749300364,0,0.0,0,0.9730342966974508,0.009103712714538454,0.0004250397973426215,1.0208491041186452,1.8087794824510253,0.7879303783323801
34,0.506,0.44000000000000006,0.44000000000000006,1,0.01182738960666543,0.628638495178825,2.042810365310288e-14,0.8800938932503264,0.0,0.8800938932503061,0,0.0,0,0.9739541161758083,0.008502829394233118,0.00040892712323893263,1.0561126719003917,1.8160657252752284,0.7599530533748367
35,0.5175000000000001,0.45000000000000007,0.45000000000000007,1,0.03378694484038533,0.6429256246441846,2.886579864025407e-14,0.9000958745018183,0.0,0.9000958745017897,0,0.0,0,0.9747225068896075,0.008009616488536993,0.0003955100641716592,1.0801150494021818,1.8300671121512728,0.749952062749091
36,0.5289999999999999,0.45999999999999996,0.45999999999999996,1,0.05479173680303824,0.6572127492623944,0.0,0.920097848967352,0.0,0.920097848967352,0,0.0,0,0.9754498828513348,0.007548330798513513,0.00038283530180397584,1.1041174187608225,1.8440684942771464,0.7399510755163239
37,0.5405,0.47,0.47,1,0.07490270783104278,0.6714998690335482,-2.220446049250313e-16,0.9400998166469676,0.0,0.940099816646968,0,0.0,0,0.9761384916364355,0.007117068216711789,0.0003708620299573211,1.1281197799763611,1.8580698716528774,0.7299500916765163
38,0.5519999999999999,0.48,0.48,1,0.09417572173282807,0.6857869839576126,-2.220446049250313e-16,0.9601017775406578,0.0,0.9601017775406581,0,0.0,0,0.9767904687635847,0.006714023028373789,0.0003595514046552095,1.1521221330487894,1.8720712442784606,0.7199491112296712
39,0.5635,0.49,0.49,1,0.11266208200591807,0.7000740940345923,0.0,0.9801037316484293,0.0,0.9801037316484295,0,0.0,0,0.9774078412437863,0.006337484651776431,0.00034886649357697267,1.1761244779781153,1.8860726121539004,0.7099481341757852
40,0.575,0.5,0.5,1,0,0.6210182887826685,-5.2511289584611376e-05,1.0,0.13050087989884585,1.0,1,0.001408339267050512,0,0.9779911726441146,0.005986931036947103,0.000338797317451215,1.2,1.900036757902709,0.7000367579027091
41,0.5864999999999999,0.51,0.51,1,0,0.5869177763205815,-0.009795454637069323,1.0,0.16460147665928906,1.0,1,0.2082854414526754,0,0.978300621934157,0.005855899555224786,0.00033377576114827307,1.2,1.9068568182459484,0.7068568182459485
42,0.598,0.52,0.52,1,0,0.5541288252723005,-0.019163666152078873,1.0,0.19739051200586924,1.0,1,0.33979764706360915,0,0.9786051589984976,0.005727225204611851,0.00032883482443332626,1.2,1.9134145663064552,0.7134145663064553
43,0.6094999999999999,0.53,0.53,1,0,0.5225771963125125,-0.028178357070416826,1.0,0.22894222526389918,1.0,1,0.43078226234926953,0,0.9789048085921026,0.0056008883349496575,0.0003239740881557619,1.2,1.9197248499492918,0.7197248499492919
44,0.621,0.54,0.54,1,0,0.4921941493251871,-0.036859167425234984,1.0,0.25932535654940947,1.0,1,0.4974719314180994,0,0.9791995954321004,0.0054768693388808016,0.00031919313301118687,1.2,1.9258014171976645,0.7258014171976646
45,0.6325,0.55,0.55,1,0,0.4629159434754593,-0.04522430888363749,1.0,0.2886036466972648,1.0,1,0.548451424311927,0,0.9794895441973799,0.005355148652252126,0.0003144915395624911,1.2,1.9316570162185462,0.7316570162185463
46,0.644,0.56,0.56,1,0,0.4346833908452403,-0.053290692279364116,1.0,0.31683628362555405,1.0,1,0.5886870684236581,0,0.9797746795281863,0.0052357067545169,0.0003098688882608329,1.2,1.9373034845955548,0.7373034845955548
47,0.6555,0.5700000000000001,0.5700000000000001,1,0,0.4074414570545537,-0.06107404172097941,1.0,0.344078301714254,1.0,1,0.6212514563064427,0,0.9800550260257224,0.005118524169136263,0.00030532475946655013,1.2,1.9427518292046855,0.7427518292046855
48,0.6669999999999999,0.58,0.58,1,0,0.38113890319790267,-0.06858899689576825,1.0,0.3703809398688608,1.0,1,0.6481475240604613,0,0.9803306082517456,0.005003581463979851,0.00030085873346998623,1.2,1.9480122978270378,0.7480122978270378
49,0.6784999999999999,0.59,0.59,1,0,0.3557279641938933,-0.07584920496984315,1.0,0.39579196317076903,1.0,1,0.670736755915153,0,0.9806014507281691,0.00489085925172561,0.00029647039051223985,1.2,1.9530944434788902,0.7530944434788902
50,0.69,0.6,0.6,1,0,0.3311640592998901,-0.08286740329824283,1.0,0.42035595236261386,1.0,1,0.6899769348184593,0,0.9808675779366628,0.0047803381902588715,0.00029215931080583084,1.2,1.95800718230877,0.75800718230877
51,0.7014999999999999,0.61,0.61,1,0,0.30740553110064406,-0.08965549399961015,1.0,0.44411456485964407,1.0,1,0.7065614456886944,0,0.9811290143182554,0.004671998983070571,0.0002879250745552812,1.2,1.9627588457997271,0.7627588457997272
52,0.713,0.62,0.62,1,0,0.284413409756084,-0.09622461131396509,1.0,0.4671067705019314,1.0,1,0.7210046200721577,0,0.9813857842729357,0.004565822379654697,0.0002837672619776142,1.2,1.9673572279197755,0.7673572279197756
53,0.7244999999999999,0.63,0.63,1,0,0.2621511997016981,-0.10258518254545379,1.0,0.48936906485398735,1.0,1,0.7336960275905826,0,0.9816379121592569,0.004461789175904916,0.000279685453322767,1.2,1.9718096277818176,0.7718096277818176
54,0.736,0.64,0.64,1,0,0.2405846863457568,-0.10874698329171384,1.0,0.5109356625075415,1.0,1,0.7449361425527429,0,0.9818854222939419,0.004359880214510392,0.0002756792288939104,1.2,1.9761228883041997,0.7761228883041997
55,0.7474999999999999,0.65,0.65,1,0,0.21968176060986755,-0.11471918757514232,1.0,0.5318386725409863,1.0,1,0.7549604367705233,0,0.9821283389514857,0.004260076385350801,0.0002717481690676887,1.2,1.9803034313025996,0.7803034313025996
56,0.759,0.66,0.66,1,0,0.19941225942038932,-0.12051041341678004,1.0,0.5521082580279632,1.0,1,0.7639560554034822,0,0.9823666863637631,0.0041623586258905144,0.0002678918543143632,1.2,1.984357289391746,0.7843572893917461
57,0.7705,0.67,0.67,1,0,0.17974782048419624,-0.1261287643289486,1.0,0.5717727812615974,1.0,1,0.7720736096903298,0,0.9826004887196349,0.004066707921571971,0.000264109865217869,1.2,1.988290135030264,0.788290135030264
58,0.7819999999999999,0.6799999999999999,0.6799999999999999,1,0,0.16066174987834692,-0.1315818671467741,1.0,0.5908589361648304,1.0,1,0.7794356771566795,0,0.9828297701645551,0.003973105306208216,0.00026040178249577456,1.2,1.9921073070027417,0.7921073070027418
59,0.7934999999999999,0.69,0.69,1,0,0.1421289011536937,-0.13687690657001306,1.0,0.6093918691868105,1.0,1,0.7861430340945137,0,0.9830545548001794,0.003881531862374632,0.0002567671870191561,1.2,1.995813834599009,0.7958138345990091
60,0.8049999999999999,0.7,0.7,1,0,0.12412556480103998,-0.1420206567441502,1.0,0.627395289836734,1.0,1,0.7922792960939794,0,0.9832748666839748,0.0037919687217998098,0.0002532056598323677,1.2,1.9994144597209051,0.7994144597209052
61,0.8164999999999999,0.71,0.71,1,0,0.10662936705818593,-0.147019510172671,1.0,0.6448915718768005,1.0,1,0.797914421655136,0,0.9834907298288278,0.0037043970657556066,0.00024971678217272555,1.2,2.0029136571208697,0.8029136571208697
62,0.828,0.72,0.72,1,0,0.08961917714972101,-0.15187950421997853,1.0,0.6619018460824206,1.0,1,0.8031073910975814,0,0.9837021682026581,0.003618798125446358,0.00024630013549008895,1.2,2.006315652953985,0.806315652953985
63,0.8394999999999999,0.73,0.73,1,0,0.07307502215094153,-0.15660634543598873,1.0,0.6784460853782979,1.0,1,0.8079082786959116,0,0.9839092057280268,0.0035351531823972528,0.0002429553014663475,1.2,2.009624441805192,0.8096244418051921
64,0.851,0.74,0.74,1,0,0.056978008754696496,-0.16120543190845793,1.0,0.6945431830715838,1.0,1,0.8123598725487042,0,0.9841118662817517,0.003453443568841855,0.00023968186203480812,1.2,2.0128438023359205,0.8128438023359206
65,0.8624999999999999,0.75,0.75,1,0,0.041310251296881706,-0.16568187382713107,1.0,0.7102110248263821,1.0,1,0.8164989533029531,0,0.9843101736945192,0.0033736506681087837,0.00023647939939948419,1.2,2.0159773116789914,0.8159773116789915
66,0.8739999999999999,0.76,0.76,1,0,0.02605480546413652,-0.17004051242439644,1.0,0.725466554956054,1.0,1,0.8203573127109071,0,0.9845041517504991,0.0032957559150075403,0.00023334749605428374,1.2,2.0190283586970774,0.8190283586970775
67,0.8855,0.77,0.77,1,0,0.011195607167169053,-0.17428593744005205,1.0,0.7403258375498905,1.0,1,0.823962571749462,0,0.9846938241869592,0.003219740796213471,0.00023028573480209463,1.2,2.022000156208036,0.8220001562080361
68,0.8969999999999999,0.78,0.78,0,0,-0.0029453177507785533,-0.16004582541558943,1.0,0.7800592892692647,1.0,1,0.7180997606980674,0,0.9847220743340194,0.003220953145575593,0.00022990383573345737,1.202061722425545,2.012032077790913,0.8099703553653679
69,0.9085,0.79,0.79,0,0,-0.015803403130556948,-0.1657605107104847,1.0,0.7900600493881015,1.0,1,0.7343261919597501,0,0.9849313808983333,0.003134489187616535,0.00022650954281361446,1.21106238219139,2.0160323574973393,0.8049699753059494
70,0.9199999999999999,0.8,0.8,0,0,-0.028661487915095485,-0.17147519541013945,1.0,0.8000608095069383,1.0,1,0.7501469598359127,0,0.9851333929710813,0.0030515173116122465,0.000223236064167228,1.2200630415405669,2.0200326367870973,0.7999695952465304
